eBird English Name,eBird Scientific Name,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Breeding Period,Ground Nester (Open),Ground Nester (Concealed),Canopy Nester,mid story/Shrub/thicket nester,Earthen Cavity nester,Tree Cavity Nester,Cliff Nester,Nest in urban structures,Nest in urban gardens,Area of distribution range (sq. km.),Remarks
Bhutan Laughingthrush,Trochalopteron imbricatum,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_12,A,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,Apr-Jun,NA,NA,NA,NA,NA,NA,NA,NA,NA,4825,formerly placed under Garrulax in Foraging attribute dataset
Striped Laughingthrush,Trochalopteron virgatum,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,30,20,30,20,0,0,Genus,0,Walter,Apr-Jul,0,0,0,1,0,0,0,0,0,55669,formerly placed under Garrulax in Foraging attribute dataset
Variegated Laughingthrush,Trochalopteron variegatum,40,0,0,0,0,0,60,0,0,0,FruiNect,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Aug,0,0,0,1,0,0,0,0,0,119205,formerly placed under Garrulax in Foraging attribute dataset
Black-faced Laughingthrush,Trochalopteron affine,30,0,0,0,0,0,70,0,0,0,FruiNect,Ref_12,A,Jennifer,0,0,40,40,20,0,0,0,Ref_11,1,Other,Apr-Aug,0,0,0,1,0,0,0,0,0,66137,formerly placed under Garrulax in Foraging attribute dataset
Elliot's Laughingthrush,Trochalopteron elliotii,80,0,0,0,0,0,0,0,0,20,Invertebrate,Ref_12,B,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jun-Sep,0,0,0,1,0,0,0,0,0,11159,formerly placed under Garrulax in Foraging attribute dataset
Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,60,0,0,0,0,0,10,0,10,20,Invertebrate,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Oct,0,0,0,1,0,0,0,0,0,155910,formerly placed under Garrulax in Foraging attribute dataset
Assam Laughingthrush,Trochalopteron chrysopterum,60,0,0,0,0,0,10,0,10,20,Invertebrate,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Apr-Jul,0,0,0,1,0,0,0,0,0,36253,formerly placed under Garrulax in Foraging attribute dataset
Banasura Laughingthrush,Montecincla jerdoni,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-Jul,0,0,0,1,0,0,0,0,0,194,
Nilgiri Laughingthrush,Montecincla cachinnans,60,0,0,0,0,0,20,10,0,10,Invertebrate,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Jan-Jul,0,1,0,1,0,0,0,0,0,1076,Two distributions given by Birdlife map data (for extant range and possibly extant range respectively). Sum of the two is given
Palani Laughingthrush,Montecincla fairbanki,0,0,0,0,0,0,100,0,0,0,FruiNect,Ref_12,A,Jennifer,0,0,30,20,30,20,0,0,Genus,0,Walter,Dec-Jun,0,0,0,1,0,0,0,0,0,1008,
Ashambu Laughingthrush,Montecincla meridionalis,,,,,,,,,,,,,,,,,,,,,,,,,,Dec-Jun,0,0,0,1,0,0,0,0,0,168,
Long-tailed Sibia,Heterophasia picaoides,20,0,0,0,0,0,20,20,20,20,Omnivore,Ref_12,A,Jennifer,0,0,0,20,20,60,0,0,Ref_11,1,Other,Feb-Aug,0,0,1,1,0,0,0,0,0,169137,
Beautiful Sibia,Heterophasia pulchella,60,0,0,0,0,0,10,0,20,10,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,20,60,0,0,Ref_11,1,Other,Apr-Jul,0,0,0,1,0,0,0,0,0,62557,
Rufous Sibia,Heterophasia capistrata,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_12,A,Jennifer,0,0,0,20,0,80,0,0,Ref_11,1,Jessica,Apr-Aug,0,0,1,1,0,0,0,0,0,126492,
Gray Sibia,Heterophasia gracilis,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,10,20,70,0,0,Ref_11,1,Other,Apr-Aug,0,0,1,1,0,0,0,0,0,99581,
Silver-eared Mesia,Leiothrix argentauris,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,40,40,20,0,0,Ref_11,1,Jessica,Nov-Aug,0,0,0,1,0,0,0,0,0,175241,
Red-billed Leiothrix,Leiothrix lutea,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_12,A,Jennifer,0,0,40,40,20,0,0,0,Ref_11,1,Jessica,Apr-Oct,0,0,0,1,0,0,0,0,0,164312,
Rufous-backed Sibia,Minla annectens,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,10,10,80,0,0,Genus,0,Walter,Apr-Jun,0,0,0,1,0,0,0,0,0,164895,"Currently placed under Leioptila by HBW.
Placed under Heterophasia in foraging attribute dataset"
Red-tailed Minla,Minla ignotincta,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,33,33,33,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,0,1,0,0,0,0,0,131500,
Red-faced Liocichla,Liocichla phoenicea,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,Mar-Sep,0,0,0,1,0,0,0,0,0,183461,Two distributions given by Birdlife map data (for extant range and possibly extant range respectively). Sum of the two is given
Bugun Liocichla,Liocichla bugunorum,50,0,0,0,0,0,40,0,10,0,Omnivore,Other,D1,Cody,0,0,30,60,10,0,0,0,Other,0,Cody,May,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,
Hoary-throated Barwing,Actinodura nipalensis,60,0,0,0,0,0,10,10,10,10,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,0,1,0,0,0,0,0,13646,Currently plaved under Sibia in HBW
Streak-throated Barwing,Actinodura waldeni,40,0,0,0,0,0,30,0,10,20,Omnivore,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_11,1,Jessica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108909,Currently plaved under Sibia in HBW
Blue-winged Minla,Actinodura cyanouroptera,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_12,A,Jennifer,0,0,0,0,20,80,0,0,Ref_11,1,Jessica,Mar-Aug,0,0,0,1,0,0,0,0,0,122744,Named under genus Minla in foraging attribute dataset. Currently placed under Siva in HBW
Chestnut-tailed Minla,Actinodura strigula,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,30,40,30,0,0,Ref_11,1,Other,Mar-Aug,0,0,0,1,0,0,0,0,0,175339,Named under genus Minla in foraging attribute dataset. Currently placed under genus Chrysominla in HBW
Rusty-fronted Barwing,Actinodura egertoni,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,0,80,20,0,0,Ref_11,1,Jessica,Apr-Jul,0,0,0,1,0,0,0,0,0,107508,
Goldcrest,Regulus regulus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Mar-Apr,0,0,1,1,0,0,0,0,0,208403,
Spotted Elachura,Elachura formosa,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,20,80,0,0,0,0,Genus,0,Walter,Apr-May,0,1,0,0,0,0,0,0,0,144006,Named as Spelaeornis formosus in foraging atttribute datasset
Bohemian Waxwing,Bombycilla garrulus,30,0,0,0,0,0,50,0,0,20,Omnivore,Ref_10,A,Carolina,0,0,0,40,40,0,20,0,Ref_10,1,Jessica,May-Jul,0,0,0,1,0,0,0,0,0,NA,Few records in India. Not distributed in India according to birdlife
Hypocolius,Hypocolius ampelinus,20,0,0,0,0,0,80,0,0,0,FruiNect,Ref_10,A,Carolina,0,0,50,30,20,0,0,0,"BA, EMN",1,Jessica,May-Jul,0,0,0,1,0,0,0,0,0,29633,Non-breeding range
Rusty-flanked Treecreeper,Certhia nipalensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,50,40,10,0,0,0,Ref_38,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,54315,Two distributions given by Birdlife map data (for resident and non-breeding range respectively). Sum of the two is given
Sikkim Treecreeper,Certhia discolor,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,60,40,0,0,0,Ref_38,1,Jessica,Mar-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,71208,Two distributions given by Birdlife map data (for resident and non-breeding range respectively). Sum of the two is given
Hume's Treecreeper,Certhia manipurensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,60,40,0,0,0,Ref_38,1,Jessica,Apr-May,0,0,0,0,0,1,0,0,0,31325,
Bar-tailed Treecreeper,Certhia himalayana,90,0,0,0,0,0,0,0,10,0,Invertebrate,Ref_13,A,Carolina,0,0,10,30,30,30,0,0,Ref_38,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,243757,Two distributions given by Birdlife map data (for non-breeding and resident range respectively). Sum of the two is given
Hodgson's Treecreeper,Certhia hodgsoni,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_13,A,Carolina,0,0,40,30,30,0,0,0,Ref_38,1,Jessica,NA,0,0,0,0,0,1,0,0,0,152245,
Chestnut-vented Nuthatch,Sitta nagaensis,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_13,B,Carolina,0,0,60,20,20,0,0,0,Ref_38,1,Jessica,Mar-Jun,0,0,0,0,0,1,0,0,0,49277,
Kashmir Nuthatch,Sitta cashmirensis,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_13,A,Carolina,0,0,33,33,33,0,0,0,Ref_38,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,37208,
Indian Nuthatch,Sitta castanea,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_13,A,Carolina,0,0,0,0,60,40,0,0,Ref_38,1,Other,Feb-Sept,0,0,0,0,0,1,0,0,0,1190620,
Chestnut-bellied Nuthatch,Sitta cinnamoventris,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_13,A,Carolina,0,0,0,0,60,40,0,0,Ref_38,1,Other,Apr-May,0,0,0,0,0,1,0,0,0,228086,"Considered conspecific with S. castanea in foraging attribute dataset, hence its attributes are used."
White-tailed Nuthatch,Sitta himalayensis,70,0,0,0,0,0,0,0,30,0,Invertebrate,Ref_13,A,Carolina,0,0,0,20,50,30,0,0,Ref_38,1,Jessica,Mar-May,0,0,0,0,0,1,0,0,0,162952,
Yunnan Nuthatch,Sitta yunnanensis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,B,Carolina,0,0,0,0,30,70,0,0,Ref_38,1,Jessica,Mar-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,
White-cheeked Nuthatch,Sitta leucopsis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,10,50,40,0,0,Ref_38,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,139628,
Velvet-fronted Nuthatch,Sitta frontalis,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,20,50,30,0,0,Ref_38,1,Jessica,Jan-Jun,0,0,0,0,0,1,0,0,0,1366770,
Beautiful Nuthatch,Sitta formosa,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,B,Carolina,0,0,0,0,60,40,0,0,Ref_38,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,65053,
Indian Spotted Creeper,Salpornis spilonota,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,50,50,0,0,0,Ref_38,1,Jessica,Feb-Jun,0,0,0,1,0,0,0,0,0,917472,
Wallcreeper,Tichodroma muraria,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,80,10,10,0,0,0,Ref_38,1,Jessica,May-Jul,0,0,0,0,1,0,0,0,0,984591,Two distributions given by Birdlife map data (for resident and non-breeding range respectively). Sum of the two is given
Eurasian Wren,Troglodytes troglodytes,60,0,10,10,0,0,10,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Walter; Jessica,Mar-May,0,0,0,1,1,0,0,0,0,207356,
European Starling,Sturnus vulgaris,20,0,10,0,0,10,30,10,20,0,Omnivore,Ref_14,A,Carolina,0,0,80,20,0,0,0,0,Ref_36,1,Jessica,Mar-Jul,0,0,0,0,1,1,0,1,1,704389,"Three distributions given by Birdlife map data (for breeding, non-breeding range and resident range respectively). Sum of the three is given"
Rosy Starling,Pastor roseus,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_14,A,Carolina,0,0,100,0,0,0,0,0,Ref_36,1,Jessica,May-Jul,0,0,0,0,1,1,0,1,0,1495450,"PLaced in genus Sturnus in foraging attribute dataset
Non-breeding range"
Daurian Starling,Agropsar sturninus,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_14,A,Carolina,0,0,100,0,0,0,0,0,Ref_36,1,Jessica,May-Jun,0,0,0,0,1,1,0,1,0,NA,"PLaced in genus Sturnus in foraging attribute dataset. Common name Purple-backed Starling
Few records in India. Nor distributed according to Birdlife"
Chestnut-cheeked Starling,Agropsar philippensis,40,0,0,0,0,0,40,20,0,0,FruiNect,Ref_14,A,Carolina,0,0,0,50,50,0,0,0,Ref_36,1,Jessica,May-Jul,0,0,0,0,0,1,0,1,0,NA,"PLaced in genus Sturnus in foraging attribute dataset
Few records in India. Nor distributed according to Birdlife"
Asian Pied Starling,Gracupica contra,20,0,20,0,0,0,20,20,10,10,Omnivore,Ref_14,A,Carolina,0,0,80,20,0,0,0,0,Ref_36,1,Jessica,Feb-Oct,0,0,1,1,0,0,0,1,1,1845590,"PLaced in genus Sturnus in foraging attribute dataset
Two distributions given by Birdlife map data (for introduced range and native range respectively). Sum of the two is given"
Brahminy Starling,Sturnia pagodarum,30,0,0,0,0,0,20,20,0,30,Omnivore,Ref_14,A,Carolina,0,0,50,0,0,50,0,0,Ref_36,1,Jessica,Feb-Sep,0,0,0,0,1,1,0,1,1,2733592,"Spelled as Sturnus in foraging attribute dataset
Two distributions given by Birdlife map data (for breeding range and resident range respectively). Sum of the two is given"
Chestnut-tailed Starling,Sturnia malabarica,30,0,0,0,0,0,40,10,10,10,Omnivore,Ref_14,A,Carolina,0,0,10,20,30,40,0,0,Ref_36,1,Other,Feb-Jul,0,0,0,0,0,1,0,0,0,2413818,"Spelled as Sturnus malabaricus in foraging attribute dataset
Four distributions given by Birdlife map data (for non-breeding range, passage range, breeding range and resident range respectively). Sum of the four is given"
Malabar Starling,Sturnia blythii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Considered conspecific with S. malabarica in HBW; hence seperate attrubutes are not available
White-headed Starling,Sturnia erythropygia,30,0,0,0,0,0,40,30,0,0,FruiNect,Ref_14,A,Carolina,0,0,0,50,50,0,0,0,Ref_36,1,Jessica,Mar-May,0,0,0,0,0,1,0,0,0,4416,"Spelled erythropygius in foraging atribute dataset
Two distributions given by Birdlife map data (for introduced range and native range respectively). Sum of the two is given"
White-cheeked Starling,Spodiopsar cineraceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Few records in India. Not distributed in India according to birdlife
Common Myna,Acridotheres tristis,40,10,10,10,0,0,10,10,10,0,Omnivore,Ref_14,A,Carolina,0,0,70,20,10,0,0,0,Ref_36,1,Other,Apr-Jul,0,0,0,0,1,1,0,1,1,3002680,
Bank Myna,Acridotheres ginginianus,40,0,10,0,0,0,20,10,20,0,Omnivore,Ref_14,A,Carolina,0,0,50,30,20,0,0,0,Ref_36,1,Other,Mar-Aug,0,0,0,0,1,0,0,1,0,1226541,Two distributions given by Birdlife map data (for extant range and possibly extant range respectively). Sum of the two is given
Jungle Myna,Acridotheres fuscus,40,0,0,0,0,0,30,10,20,0,Omnivore,Ref_14,A,Carolina,0,0,50,30,20,0,0,0,Ref_36,1,Other,Apr-Jul,0,0,0,0,1,1,0,1,1,1582380,
Collared Myna,Acridotheres albocinctus,40,0,10,0,0,0,20,10,20,0,Omnivore,Ref_14,A,Carolina,0,0,40,40,20,0,0,0,Ref_36,1,Jessica,Apr-Jun,0,0,0,0,1,1,0,0,0,35407,
Great Myna,Acridotheres grandis,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_14,A,Carolina,0,0,0,70,30,0,0,0,Ref_36,1,Jessica,Apr-Aug,0,0,1,0,0,1,0,1,0,98029,
Spot-winged Starling,Saroglossa spilopterus,30,0,0,0,0,0,40,30,0,0,FruiNect,Ref_14,A,Carolina,0,0,0,40,40,20,0,0,Ref_36,1,Jessica,Apr-Jun,0,0,0,0,0,1,0,0,0,261736,"Considered conspecific with G. religiosa in attribute dataset
Three distributions given by Birdlife map data (for non-breeding, breeding range and passage range respectively). Sum of the three is given"
Southern Hill Myna,Gracula indica,,,,,,,,,,,,,,,,,,,,,,,,,,Feb-May,0,0,0,0,0,1,0,0,0,107660,
Common Hill Myna,Gracula religiosa,20,0,10,0,0,0,60,10,0,0,FruiNect,Ref_14,A,Carolina,0,0,0,30,40,30,0,0,Ref_36,1,Other,Apr-Jul,0,0,0,0,0,1,0,0,0,468683,
Golden-crested Myna,Ampeliceps coronatus,10,0,0,0,0,0,90,0,0,0,FruiNect,Ref_14,B,Carolina,0,0,0,33,33,33,0,0,Ref_36,1,Jessica,Apr-Aug,0,0,0,0,0,1,0,0,0,4246,
Asian Glossy Starling,Aplonis panayensis,20,0,0,0,0,0,60,20,0,0,FruiNect,Ref_14,A,Carolina,0,0,10,30,30,30,0,0,Ref_36,1,Jessica,Feb-Apr,0,0,0,0,1,1,0,1,0,19595,
White-throated Dipper,Cinclus cinclus,80,0,0,20,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,40,40,20,0,0,0,0,0,Ref_10,1,Jessica,Feb-Aug,0,0,0,0,1,0,1,1,0,282419,
Brown Dipper,Cinclus pallasii,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,40,40,20,0,0,0,0,0,Ref_10,1,Jessica,Dec-Aug,0,1,0,0,1,0,1,1,0,377089,
Rufous-tailed Scrub-Robin,Cercotrichas galactotes,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_10,A,Carolina,0,0,70,30,0,0,0,0,Ref_11,1,Jessica,May-Jun,0,0,0,1,1,0,0,1,0,NA,"Regarded as Erythropygia galactotes in foraging attrubute dataset.
Few recordes from india, not dustributed according to birdlife"
Indian Robin,Copsychus fulicatus,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,1,0,0,1,1,0,1,1,2600490,Placed under Saxocoloides in HBW and foraging attribute dataset
Oriental Magpie-Robin,Copsychus saularis,70,0,0,0,10,0,10,10,0,0,Invertebrate,Ref_10,A,Jennifer,0,0,80,20,0,0,0,0,Ref_11,1,Jessica,Apr-Jul,0,0,0,0,1,1,0,1,1,2776030,
White-rumped Shama,Copsychus malabaricus,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,1,0,0,0,1,0,1,0,1115560,PLaced under Kittacincla as Kittacincla malabarica in HBW
Andaman Shama,Copsychus albiventris,,,,,,,,,,,,,,,,,,,,,,,,,,May-Jun,0,0,0,1,0,1,0,1,0,4069,PLaced under Kittacincla as Kittacincla albiventris in HBW
Spotted Flycatcher,Muscicapa striata,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,May-Jun,0,0,1,1,0,1,1,1,0,70164,Breeding distribution
Dark-sided Flycatcher,Muscicapa sibirica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,20,60,20,0,0,0,Ref_11,1,Jessica,May-Aug,0,0,0,1,0,1,0,0,0,329937,Breeding distribution
Asian Brown Flycatcher,Muscicapa dauurica,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,20,40,40,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,1,1,0,0,0,0,0,1004548,"Three distributions given by Birdlife map data (for resident range, breeding range and non-breeding range respectively). Sum of the three is given"
Brown-breasted Flycatcher,Muscicapa muttui,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,0,1,0,0,0,0,0,142487,Two distributions given by Birdlife map data (for non-breeding range and breeding range respectively). Sum of the two is given
Ferruginous Flycatcher,Muscicapa ferruginea,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,20,80,0,0,0,Ref_11,1,Jessica,Jun-Jul,0,0,1,1,0,0,0,0,0,117638,
Nilgiri Sholakili,Sholicola major,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,C,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,Apr-May,0,0,0,0,1,1,0,0,0,1166,
White-bellied Sholakili,Sholicola albiventris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,C,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,Mar-Jul,0,0,0,0,1,1,0,0,0,1380,
Pale Blue Flycatcher,Cyornis unicolor,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,20,30,40,10,0,Ref_11,1,Other,Apr-Jun,0,0,0,0,1,1,0,0,0,172338,"Three distributions given by Birdlife map data (for non-breeding range, resident range and breeding range respectively). Sum of the three is given"
White-bellied Blue Flycatcher,Cyornis pallidipes,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,20,40,40,0,0,0,Ref_11,1,Jessica,Feb-Sep,0,0,0,0,1,1,1,0,0,52610,
Pale-chinned Blue Flycatcher,Cyornis poliogenys,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,10,30,30,30,0,0,Ref_11,1,Jessica,Apr-Jun,0,0,0,1,1,0,0,0,0,228936,
Large Blue Flycatcher,Cyornis magnirostris,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Jun-Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,180227,Two distributions given by Birdlife map data (2 for breeding range and passage range respectively). Sum of the two is given
Hill Blue Flycatcher,Cyornis banyumas,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Mar-Jul,0,1,0,1,0,1,0,0,0,58258,
Tickell's Blue Flycatcher,Cyornis tickelliae,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,20,80,0,0,0,Ref_11,1,Jessica,Apr-Aug,0,1,0,0,1,1,0,0,1,2191440,Two distributions given by Birdlife map data (for resident range and non-breeding range respectively). Sum of the two is given
Blue-throated Flycatcher,Cyornis rubeculoides,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,20,70,10,0,0,0,Ref_11,1,Jessica,Mar-Aug,0,1,0,0,1,1,0,0,0,1177626,"Four distributions given by Birdlife map data (for non-breeding range, passage range, breeding range and resident range respectively). Sum of the four is given"
White-tailed Flycatcher,Cyornis concretus,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,May-Jun,0,0,0,1,1,0,0,0,0,28313,
Nicobar Jungle-Flycatcher,Cyornis nicobaricus,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981,
White-gorgeted Flycatcher,Anthipes monileger,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,0,80,20,0,0,0,Ref_11,1,Jessica,Apr-Jun,0,1,0,1,0,0,0,0,0,133611,
Rufous-bellied Niltava,Niltava sundara,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,,,,,,,,,,,462411,"Three distributions given by Birdlife map data (for breeding range, non-breeding range and resident range respectively). Sum of the three is given"
Vivid Niltava,Niltava vivida,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,B,Jennifer,0,0,0,0,100,0,0,0,Ref_11,1,Jessica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127960,"Now called Large Vivid Niltava and named as Niltava oatesi. N. vivida is restricted to Taiwan
Three distributions given by Birdlife map data (for breeding range, resident range and non-breeding range respectively). Sum of the three is given"
Large Niltava,Niltava grandis,50,0,10,0,0,0,40,0,0,0,Omnivore,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,Feb-Jul,0,0,0,1,1,0,0,0,0,139364,Two distributions given by Birdlife map data (for resident range and non-breeding range respectively). Sum of the two is given
Small Niltava,Niltava macgrigoriae,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,Mar-Aug,0,0,0,1,1,0,0,0,0,266669,Two distributions given by Birdlife map data (for resident range and non-breeding range respectively). Sum of the two is given
Blue-and-white Flycatcher,Cyanoptila cyanomelana,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,20,40,40,0,0,Ref_11,1,Jessica,May-Aug,0,1,0,0,1,1,0,0,0,NA,Not distributed in India. Few records only
Zappey's Flycatcher,Cyanoptila cumatilis,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_11,A,,,,,,,,,,,,,,,,,,,,,,,,
Verditer Flycatcher,Eumyias thalassinus,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_11,B,Hamish,0,0,20,0,40,40,0,0,Ref_11,1,Jessica,Apr-Aug,0,1,0,0,1,1,0,0,0,1772352,"Three distributions given by Birdlife map data (for breeding range, resident range and non-breeding range respectively). Sum of the three is given"
Nilgiri Flycatcher,Eumyias albicaudatus,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,40,40,20,0,0,Ref_11,1,Jessica,Feb-Jun,0,0,0,0,1,0,0,0,0,33070,
White-browed Shortwing,Brachypteryx montana,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,May-Jul,0,1,0,1,0,0,0,0,0,188290,Currently called as Brachypteryx cruralis commonly called as Himalayan Shortwing. The B. montana is considered to be Javan Shortwing restricted to the island. The Foraging atribute dataset has B. montana only as it is a recent split
