Rank,eBird Scientific Name 2019,Scientific Name
species,Dicaeum agile,Dicaeum agile
ssp,Dicaeum agile agile,
ssp,Dicaeum agile zeylonicum,
ssp,Dicaeum agile pallescens,
ssp,Dicaeum agile modestum,
ssp,,
ssp,Dicaeum agile atjehense,
ssp,Dicaeum agile finschi,
ssp,Dicaeum agile tinctum,
ssp,Dicaeum agile obsoletum,
species,,
ssp,Dicaeum agile striatissimum,
ssp,Dicaeum agile aeruginosum,
ssp,Dicaeum agile affine,
species,Dicaeum everetti,Dicaeum everetti
ssp,Dicaeum everetti everetti,
ssp,,
ssp,Dicaeum everetti bungurense,
species,Dicaeum proprium,Dicaeum proprium
species,Dicaeum chrysorrheum,Dicaeum chrysorrheum
ssp,Dicaeum chrysorrheum chrysochlore,
ssp,Dicaeum chrysorrheum chrysorrheum,
species,Dicaeum melanozanthum,Dicaeum melanozanthum
species,Dicaeum vincens,Dicaeum vincens
species,Dicaeum aureolimbatum,Dicaeum aureolimbatum
ssp,Dicaeum aureolimbatum aureolimbatum,
ssp,Dicaeum aureolimbatum laterale,
species,Dicaeum nigrilore,Dicaeum nigrilore
ssp,Dicaeum nigrilore nigrilore,
ssp,Dicaeum nigrilore diuatae,
species,Dicaeum anthonyi,Dicaeum anthonyi
ssp,Dicaeum anthonyi anthonyi,
ssp,Dicaeum anthonyi masawan,
species,,Dicaeum kampalili
ssp,Dicaeum anthonyi kampalili,
species,Dicaeum bicolor,Dicaeum bicolor
ssp,Dicaeum bicolor inexpectatum,
ssp,Dicaeum bicolor bicolor,
ssp,Dicaeum bicolor viridissimum,
species,Dicaeum australe,Dicaeum australe
ssp,,
species,Dicaeum haematostictum,Dicaeum haematostictum
ssp,,
species,Dicaeum retrocinctum,Dicaeum retrocinctum
species,Dicaeum quadricolor,Dicaeum quadricolor
species,Dicaeum trigonostigma,Dicaeum trigonostigma
ssp,Dicaeum trigonostigma rubropygium,
ssp,Dicaeum trigonostigma trigonostigma,
ssp,Dicaeum trigonostigma melanostigma,
ssp,Dicaeum trigonostigma antioproctum,
ssp,Dicaeum trigonostigma megastoma,
ssp,Dicaeum trigonostigma flaviclunis,
ssp,Dicaeum trigonostigma dayakanum,
ssp,Dicaeum trigonostigma xanthopygium,
ssp,Dicaeum trigonostigma intermedium,
ssp,Dicaeum trigonostigma cnecolaemum,
ssp,Dicaeum trigonostigma sibuyanicum,
ssp,Dicaeum trigonostigma dorsale,
ssp,Dicaeum trigonostigma besti,
ssp,Dicaeum trigonostigma pallidius,
ssp,Dicaeum trigonostigma cinereigulare,
ssp,Dicaeum trigonostigma isidroi,
ssp,Dicaeum trigonostigma assimile,
ssp,Dicaeum trigonostigma sibutuense,
species,Dicaeum hypoleucum,Dicaeum hypoleucum
ssp,Dicaeum hypoleucum cagayanense,
ssp,Dicaeum hypoleucum obscurum,
ssp,,
ssp,Dicaeum hypoleucum pontifex,
ssp,Dicaeum hypoleucum mindanense,
ssp,Dicaeum hypoleucum hypoleucum,
species,Dicaeum erythrorhynchos,Dicaeum erythrorhynchos
ssp,Dicaeum erythrorhynchos erythrorhynchos,
ssp,Dicaeum erythrorhynchos ceylonense,
species,Dicaeum concolor,Dicaeum concolor
ssp,,
species,Dicaeum minullum,Dicaeum minullum
ssp,Dicaeum minullum olivaceum,
ssp,Dicaeum minullum minullum,
ssp,Dicaeum minullum uchidai,
ssp,Dicaeum minullum borneanum,
ssp,Dicaeum minullum sollicitans,
species,Dicaeum virescens,
ssp,,
species,Dicaeum pygmaeum,Dicaeum pygmaeum
ssp,Dicaeum pygmaeum palawanorum,
ssp,Dicaeum pygmaeum fugaense,
ssp,Dicaeum pygmaeum salomonseni,
ssp,Dicaeum pygmaeum pygmaeum,
ssp,Dicaeum pygmaeum davao,
species,Dicaeum nehrkorni,Dicaeum nehrkorni
species,Dicaeum erythrothorax,Dicaeum erythrothorax
ssp,,
species,Dicaeum schistaceiceps,Dicaeum schistaceiceps
ssp,,
species,Dicaeum vulneratum,Dicaeum vulneratum
species,Dicaeum pectorale,Dicaeum pectorale
ssp,Dicaeum pectorale ignotum,
ssp,Dicaeum pectorale pectorale,
species,Dicaeum geelvinkianum,Dicaeum geelvinkianum
ssp,Dicaeum geelvinkianum maforense,
ssp,Dicaeum geelvinkianum misoriense,
ssp,Dicaeum geelvinkianum geelvinkianum,
ssp,Dicaeum geelvinkianum obscurifrons,
ssp,Dicaeum geelvinkianum diversum,
ssp,,
ssp,,
ssp,Dicaeum geelvinkianum albopunctatum,
ssp,Dicaeum geelvinkianum rubrigulare,
ssp,Dicaeum geelvinkianum rubrocoronatum,
ssp,Dicaeum geelvinkianum violaceum,
species,Dicaeum nitidum,Dicaeum nitidum
ssp,Dicaeum nitidum nitidum,
ssp,Dicaeum nitidum rosseli,
species,Dicaeum eximium,Dicaeum eximium
ssp,Dicaeum eximium layardorum,
ssp,Dicaeum eximium eximium,
ssp,Dicaeum eximium phaeopygium,
species,Dicaeum aeneum,Dicaeum aeneum
ssp,Dicaeum aeneum aeneum,
species,,
ssp,Dicaeum aeneum malaitae,
ssp,Dicaeum aeneum becki,
species,Dicaeum tristrami,Dicaeum tristrami
species,Dicaeum igniferum,Dicaeum igniferum
ssp,Dicaeum igniferum igniferum,
ssp,Dicaeum igniferum cretum,
species,Dicaeum maugei,Dicaeum maugei
ssp,Dicaeum maugei splendidum,
ssp,Dicaeum maugei maugei,
ssp,,
ssp,Dicaeum maugei salvadorii,
ssp,Dicaeum maugei neglectum,
species,Dicaeum hirundinaceum,Dicaeum hirundinaceum
ssp,Dicaeum hirundinaceum hirundinaceum,
species,,Dicaeum ignicolle
ssp,Dicaeum hirundinaceum ignicolle,
species,,Dicaeum keiense
ssp,Dicaeum hirundinaceum keiense,
ssp,Dicaeum hirundinaceum fulgidum,
species,Dicaeum celebicum,Dicaeum celebicum
ssp,Dicaeum celebicum talautense,
ssp,Dicaeum celebicum sanghirense,
ssp,Dicaeum celebicum celebicum,
ssp,Dicaeum celebicum sulaense,
species,,
ssp,Dicaeum celebicum kuehni,
species,Dicaeum monticolum,Dicaeum monticolum
species,Dicaeum ignipectus,Dicaeum ignipectus
ssp,Dicaeum ignipectus ignipectus,
species,,Dicaeum cambodianum
ssp,Dicaeum ignipectus cambodianum,
ssp,Dicaeum ignipectus dolichorhynchum,
species,,Dicaeum beccarii
ssp,Dicaeum ignipectus beccarii,
ssp,Dicaeum ignipectus formosum,
species,,Dicaeum luzoniense
ssp,Dicaeum ignipectus luzoniense,
ssp,Dicaeum ignipectus bonga,
ssp,Dicaeum ignipectus apo,
species,Dicaeum sanguinolentum,Dicaeum sanguinolentum
ssp,Dicaeum sanguinolentum sanguinolentum,
ssp,Dicaeum sanguinolentum rhodopygiale,
species,,Dicaeum wilhelminae
ssp,Dicaeum sanguinolentum wilhelminae,
species,,Dicaeum hanieli
ssp,Dicaeum sanguinolentum hanieli,
species,Dicaeum cruentatum,Dicaeum cruentatum
ssp,Dicaeum cruentatum cruentatum,
ssp,Dicaeum cruentatum ignitum,
ssp,Dicaeum cruentatum sumatranum,
ssp,Dicaeum cruentatum niasense,
ssp,Dicaeum cruentatum batuense,
ssp,Dicaeum cruentatum simalurense,
ssp,Dicaeum cruentatum nigrimentum,
species,Dicaeum trochileum,Dicaeum trochileum
ssp,Dicaeum trochileum trochileum,
ssp,Dicaeum trochileum stresemanni,
species,Chalcoparia singalensis,Chalcoparia singalensis
ssp,Chalcoparia singalensis assamensis,
ssp,Chalcoparia singalensis koratensis,
ssp,Chalcoparia singalensis internota,
ssp,Chalcoparia singalensis interposita,
ssp,Chalcoparia singalensis singalensis,
ssp,Chalcoparia singalensis sumatrana,
ssp,Chalcoparia singalensis panopsia,
ssp,Chalcoparia singalensis pallida,
ssp,Chalcoparia singalensis borneana,
ssp,Chalcoparia singalensis bantenensis,
ssp,Chalcoparia singalensis phoenicotis,
species,Deleornis fraseri,Deleornis fraseri
ssp,Deleornis fraseri idius,
ssp,Deleornis fraseri cameroonensis,
ssp,Deleornis fraseri fraseri,
species,Deleornis axillaris,Deleornis axillaris
ssp,,
species,Anthreptes reichenowi,Anthreptes reichenowi
ssp,Anthreptes reichenowi yokanae,
ssp,Anthreptes reichenowi reichenowi,
species,Anthreptes anchietae,Anthreptes anchietae
species,Anthreptes simplex,Anthreptes simplex
species,Anthreptes malacensis,Anthreptes malacensis
ssp,Anthreptes malacensis malacensis,
ssp,Anthreptes malacensis anambae,
ssp,,
ssp,Anthreptes malacensis borneensis,
ssp,Anthreptes malacensis mjobergi,
ssp,Anthreptes malacensis paraguae,
ssp,Anthreptes malacensis heliolusius,
ssp,Anthreptes malacensis wiglesworthi,
ssp,Anthreptes malacensis iris,
ssp,Anthreptes malacensis chlorigaster,
ssp,Anthreptes malacensis cagayanensis,
ssp,Anthreptes malacensis heliocalus,
ssp,Anthreptes malacensis celebensis,
ssp,,
ssp,Anthreptes malacensis extremus,
ssp,Anthreptes malacensis convergens,
ssp,Anthreptes malacensis rubrigena,
species,Anthreptes griseigularis,Anthreptes griseigularis
ssp,Anthreptes griseigularis birgitae,
ssp,Anthreptes griseigularis griseigularis,
species,Anthreptes rhodolaemus,Anthreptes rhodolaemus
species,Anthreptes gabonicus,Anthreptes gabonicus
species,Anthreptes longuemarei,Anthreptes longuemarei
ssp,Anthreptes longuemarei longuemarei,
ssp,Anthreptes longuemarei haussarum,
ssp,Anthreptes longuemarei angolensis,
ssp,Anthreptes longuemarei nyassae,
species,Anthreptes orientalis,Anthreptes orientalis
ssp,,
ssp,,
species,Anthreptes neglectus,Anthreptes neglectus
species,Anthreptes aurantius,Anthreptes aurantius
species,Anthreptes seimundi,Anthreptes seimundi
ssp,Anthreptes seimundi kruensis,
ssp,Anthreptes seimundi seimundi,
ssp,Anthreptes seimundi minor,
species,Anthreptes rectirostris,Anthreptes rectirostris
species,,
ssp,Anthreptes rectirostris rectirostris,
species,,Anthreptes tephrolaemus
ssp,Anthreptes rectirostris tephrolaemus,
species,Anthreptes rubritorques,Anthreptes rubritorques
ssp,,
species,Hedydipna collaris,Hedydipna collaris
ssp,Hedydipna collaris subcollaris,
ssp,Hedydipna collaris hypodila,
ssp,Hedydipna collaris somereni,
ssp,Hedydipna collaris djamdjamensis,
ssp,Hedydipna collaris garguensis,
ssp,Hedydipna collaris elachior,
ssp,,
ssp,Hedydipna collaris zambesiana,
ssp,Hedydipna collaris zuluensis,
ssp,,
ssp,,
ssp,Hedydipna collaris collaris,
species,Hedydipna platura,Hedydipna platura
ssp,,
species,Hedydipna metallica,Hedydipna metallica
ssp,,
species,Hedydipna pallidigaster,Hedydipna pallidigaster
species,Anabathmis reichenbachii,Anabathmis reichenbachii
species,Anabathmis hartlaubii,Anabathmis hartlaubii
species,Anabathmis newtonii,Anabathmis newtonii
species,Dreptes thomensis,Dreptes thomensis
species,Anthobaphes violacea,Anthobaphes violacea
species,Cyanomitra verticalis,Cyanomitra verticalis
ssp,Cyanomitra verticalis verticalis,
ssp,Cyanomitra verticalis bohndorffi,
ssp,Cyanomitra verticalis cyanocephala,
ssp,Cyanomitra verticalis viridisplendens,
species,Cyanomitra bannermani,Cyanomitra bannermani
species,Cyanomitra cyanolaema,Cyanomitra cyanolaema
ssp,Cyanomitra cyanolaema magnirostrata,
ssp,Cyanomitra cyanolaema cyanolaema,
ssp,Cyanomitra cyanolaema octaviae,
species,Cyanomitra oritis,Cyanomitra oritis
ssp,Cyanomitra oritis poensis,
ssp,Cyanomitra oritis oritis,
ssp,Cyanomitra oritis bansoensis,
species,Cyanomitra alinae,Cyanomitra alinae
ssp,Cyanomitra alinae derooi,
ssp,Cyanomitra alinae kaboboensis,
ssp,Cyanomitra alinae alinae,
ssp,Cyanomitra alinae tanganjicae,
ssp,Cyanomitra alinae marungensis,
species,Cyanomitra olivacea,Cyanomitra olivacea
ssp,Cyanomitra olivacea guineensis,
ssp,Cyanomitra olivacea cephaelis,
species,,
ssp,Cyanomitra olivacea obscura,
ssp,Cyanomitra olivacea ragazzii,
ssp,Cyanomitra olivacea changamwensis,
ssp,Cyanomitra olivacea neglecta,
ssp,Cyanomitra olivacea granti,
ssp,Cyanomitra olivacea alfredi,
ssp,Cyanomitra olivacea sclateri,
ssp,Cyanomitra olivacea olivacina,
ssp,Cyanomitra olivacea olivacea,
species,Cyanomitra veroxii,Cyanomitra verreauxii
ssp,Cyanomitra veroxii fischeri,
ssp,Cyanomitra veroxii zanzibarica,
ssp,Cyanomitra veroxii veroxii,
species,Chalcomitra adelberti,Chalcomitra adelberti
ssp,Chalcomitra adelberti adelberti,
ssp,Chalcomitra adelberti eboensis,
species,Chalcomitra fuliginosa,Chalcomitra fuliginosa
ssp,Chalcomitra fuliginosa aurea,
ssp,Chalcomitra fuliginosa fuliginosa,
species,Chalcomitra rubescens,Chalcomitra rubescens
ssp,Chalcomitra rubescens crossensis,
ssp,Chalcomitra rubescens stangerii,
ssp,Chalcomitra rubescens rubescens,
species,Chalcomitra amethystina,Chalcomitra amethystina
ssp,,
ssp,Chalcomitra amethystina kirkii,
ssp,,
ssp,Chalcomitra amethystina deminuta,
ssp,Chalcomitra amethystina amethystina,
species,Chalcomitra senegalensis,Chalcomitra senegalensis
ssp,Chalcomitra senegalensis senegalensis,
ssp,Chalcomitra senegalensis acik,
ssp,Chalcomitra senegalensis proteus,
ssp,Chalcomitra senegalensis lamperti,
ssp,,
ssp,Chalcomitra senegalensis gutturalis,
species,Chalcomitra hunteri,Chalcomitra hunteri
ssp,Chalcomitra hunteri hunteri,
ssp,Chalcomitra hunteri siccata,
species,Chalcomitra balfouri,Chalcomitra balfouri
species,Leptocoma zeylonica,Leptocoma zeylonica
ssp,Leptocoma zeylonica flaviventris,
ssp,Leptocoma zeylonica zeylonica,
species,Leptocoma minima,Leptocoma minima
species,Leptocoma sperata,Leptocoma sperata
ssp,Leptocoma sperata henkei,
ssp,Leptocoma sperata sperata,
ssp,,
ssp,Leptocoma sperata trochilus,
species,,Leptocoma juliae
ssp,Leptocoma sperata juliae,
ssp,,
species,Leptocoma brasiliana,Leptocoma brasiliana
ssp,Leptocoma brasiliana brasiliana,
ssp,Leptocoma brasiliana oenopa,
ssp,Leptocoma brasiliana emmae,
ssp,Leptocoma brasiliana mecynorhyncha,
ssp,Leptocoma brasiliana eumecis,
ssp,Leptocoma brasiliana axantha,
species,Leptocoma aspasia,Leptocoma aspasia
ssp,Leptocoma aspasia talautensis,
ssp,Leptocoma aspasia sangirensis,
ssp,Leptocoma aspasia grayi,
ssp,Leptocoma aspasia porphyrolaema,
ssp,Leptocoma aspasia auriceps,
ssp,Leptocoma aspasia auricapilla,
ssp,Leptocoma aspasia aspasioides,
ssp,Leptocoma aspasia proserpina,
ssp,Leptocoma aspasia chlorolaema,
ssp,Leptocoma aspasia mariae,
ssp,Leptocoma aspasia cochrani,
ssp,Leptocoma aspasia aspasia,
ssp,Leptocoma aspasia vicina,
ssp,Leptocoma aspasia salvadorii,
ssp,Leptocoma aspasia maforensis,
ssp,Leptocoma aspasia nigriscapularis,
ssp,Leptocoma aspasia mysorensis,
ssp,Leptocoma aspasia veronica,
ssp,Leptocoma aspasia cornelia,
ssp,Leptocoma aspasia christianae,
ssp,Leptocoma aspasia caeruleogula,
ssp,Leptocoma aspasia corinna,
ssp,Leptocoma aspasia eichhorni,
species,Leptocoma calcostetha,Leptocoma calcostetha
species,Nectarinia bocagii,Nectarinia bocagii
species,Nectarinia purpureiventris,Nectarinia purpureiventris
species,Nectarinia tacazze,Nectarinia tacazze
ssp,Nectarinia tacazze tacazze,
ssp,Nectarinia tacazze jacksoni,
species,Nectarinia kilimensis,Nectarinia kilimensis
ssp,Nectarinia kilimensis kilimensis,
ssp,Nectarinia kilimensis arturi,
ssp,Nectarinia kilimensis gadowi,
species,Nectarinia famosa,Nectarinia famosa
ssp,Nectarinia famosa cupreonitens,
ssp,,
ssp,Nectarinia famosa famosa,
ssp,,
species,Nectarinia johnstoni,Nectarinia johnstoni
ssp,Nectarinia johnstoni johnstoni,
ssp,Nectarinia johnstoni dartmouthi,
ssp,Nectarinia johnstoni nyikensis,
ssp,Nectarinia johnstoni itombwensis,
species,Drepanorhynchus reichenowi,Drepanorhynchus reichenowi
ssp,Drepanorhynchus reichenowi shellyae,
ssp,Drepanorhynchus reichenowi lathburyi,
ssp,Drepanorhynchus reichenowi reichenowi,
species,Cinnyris chloropygius,Cinnyris chloropygius
ssp,Cinnyris chloropygius kempi,
ssp,Cinnyris chloropygius chloropygius,
ssp,,
ssp,,
ssp,Cinnyris chloropygius orphogaster,
ssp,Cinnyris chloropygius bineschensis,
species,Cinnyris minullus,Cinnyris minullus
ssp,,
ssp,,
species,Cinnyris manoensis,Cinnyris manoensis
ssp,Cinnyris manoensis manoensis,
ssp,Cinnyris manoensis amicorum,
species,Cinnyris gertrudis,Cinnyris gertrudis
ssp,,
ssp,,
species,Cinnyris chalybeus,Cinnyris chalybeus
ssp,Cinnyris chalybeus subalaris,
ssp,Cinnyris chalybeus chalybeus,
ssp,Cinnyris chalybeus albilateralis,
species,Cinnyris neergaardi,Cinnyris neergaardi
species,Cinnyris stuhlmanni,Cinnyris stuhlmanni
ssp,Cinnyris stuhlmanni stuhlmanni,
ssp,Cinnyris stuhlmanni graueri,
ssp,Cinnyris stuhlmanni chapini,
ssp,Cinnyris stuhlmanni schubotzi,
species,,
ssp,Cinnyris ludovicensis whytei,
ssp,,
species,Cinnyris prigoginei,Cinnyris prigoginei
ssp,,
species,Cinnyris ludovicensis,Cinnyris ludovicensis
ssp,Cinnyris ludovicensis ludovicensis,
species,Cinnyris reichenowi,Cinnyris reichenowi
ssp,Cinnyris reichenowi preussi,
ssp,Cinnyris reichenowi reichenowi,
species,Cinnyris afer,Cinnyris afer
ssp,Cinnyris afer afer,
ssp,Cinnyris afer saliens,
species,Cinnyris regius,Cinnyris regius
ssp,Cinnyris regius regius,
ssp,,
ssp,Cinnyris regius anderseni,
species,Cinnyris rockefelleri,Cinnyris rockefelleri
species,Cinnyris mediocris,Cinnyris mediocris
ssp,,
species,Cinnyris usambaricus,Cinnyris usambaricus
ssp,,
species,Cinnyris fuelleborni,Cinnyris fuelleborni
ssp,Cinnyris fuelleborni fuelleborni,
ssp,Cinnyris fuelleborni bensoni,
species,Cinnyris moreaui,Cinnyris moreaui
ssp,,
species,Cinnyris loveridgei,Cinnyris loveridgei
ssp,,
species,Cinnyris pulchellus,Cinnyris pulchellus
ssp,Cinnyris pulchellus pulchellus,
ssp,,
ssp,,
species,,Cinnyris melanogastrus
ssp,Cinnyris pulchellus melanogastrus,
species,Cinnyris mariquensis,Cinnyris mariquensis
ssp,Cinnyris mariquensis osiris,
ssp,Cinnyris mariquensis suahelicus,
ssp,Cinnyris mariquensis mariquensis,
species,Cinnyris shelleyi,Cinnyris shelleyi
ssp,Cinnyris shelleyi shelleyi,
species,,
ssp,Cinnyris shelleyi hofmanni,
species,Cinnyris congensis,Cinnyris congensis
species,Cinnyris erythrocercus,Cinnyris erythrocercus
species,Cinnyris nectarinioides,Cinnyris nectarinioides
ssp,Cinnyris nectarinioides erlangeri,
ssp,Cinnyris nectarinioides nectarinioides,
species,Cinnyris bifasciatus,Cinnyris bifasciatus
ssp,Cinnyris bifasciatus bifasciatus,
ssp,Cinnyris bifasciatus microrhynchus,
ssp,,
species,Cinnyris tsavoensis,Cinnyris tsavoensis
ssp,,
species,Cinnyris chalcomelas,Cinnyris chalcomelas
species,Cinnyris pembae,Cinnyris pembae
species,Cinnyris bouvieri,Cinnyris bouvieri
species,Cinnyris osea,Cinnyris osea
ssp,Cinnyris osea osea,
ssp,Cinnyris osea decorsei,
species,Cinnyris habessinicus,Cinnyris habessinicus
ssp,Cinnyris habessinicus kinneari,
species,,Cinnyris hellmayri
ssp,Cinnyris habessinicus hellmayri,
ssp,Cinnyris habessinicus habessinicus,
ssp,Cinnyris habessinicus alter,
ssp,Cinnyris habessinicus turkanae,
species,Cinnyris coccinigastrus,Cinnyris coccinigastrus
species,Cinnyris johannae,Cinnyris johannae
ssp,Cinnyris johannae fasciatus,
ssp,Cinnyris johannae johannae,
species,Cinnyris superbus,Cinnyris superbus
ssp,Cinnyris superbus ashantiensis,
ssp,Cinnyris superbus nigeriae,
ssp,Cinnyris superbus superbus,
ssp,,
species,Cinnyris rufipennis,Cinnyris rufipennis
species,Cinnyris oustaleti,Cinnyris oustaleti
ssp,Cinnyris oustaleti oustaleti,
ssp,Cinnyris oustaleti rhodesiae,
species,Cinnyris talatala,Cinnyris talatala
species,Cinnyris venustus,Cinnyris venustus
ssp,Cinnyris venustus venustus,
ssp,Cinnyris venustus fazoqlensis,
ssp,Cinnyris venustus albiventris,
ssp,,
ssp,Cinnyris venustus falkensteini,
ssp,Cinnyris venustus igneiventris,
species,Cinnyris fuscus,Cinnyris fuscus
ssp,Cinnyris fuscus fuscus,
ssp,Cinnyris fuscus inclusus,
species,Cinnyris ursulae,Cinnyris ursulae
species,Cinnyris batesi,Cinnyris batesi
species,Cinnyris cupreus,Cinnyris cupreus
ssp,Cinnyris cupreus cupreus,
ssp,Cinnyris cupreus chalceus,
species,Cinnyris asiaticus,Cinnyris asiaticus
ssp,Cinnyris asiaticus brevirostris,
ssp,Cinnyris asiaticus asiaticus,
ssp,Cinnyris asiaticus intermedius,
species,Cinnyris jugularis,Cinnyris jugularis
ssp,Cinnyris jugularis andamanicus,
ssp,Cinnyris jugularis proselius,
ssp,Cinnyris jugularis klossi,
ssp,,
ssp,Cinnyris jugularis rhizophorae,
ssp,Cinnyris jugularis flammaxillaris,
ssp,Cinnyris jugularis ornatus,
ssp,Cinnyris jugularis polyclystus,
ssp,Cinnyris jugularis aurora,
ssp,Cinnyris jugularis obscurior,
ssp,Cinnyris jugularis jugularis,
ssp,Cinnyris jugularis woodi,
ssp,Cinnyris jugularis plateni,
ssp,,
ssp,,
ssp,Cinnyris jugularis infrenatus,
ssp,Cinnyris jugularis robustirostris,
ssp,Cinnyris jugularis teysmanni,
ssp,Cinnyris jugularis frenatus,
ssp,Cinnyris jugularis buruensis,
ssp,Cinnyris jugularis clementiae,
ssp,Cinnyris jugularis keiensis,
species,,Cinnyris idenburgi
ssp,Cinnyris jugularis idenburgi,
ssp,Cinnyris jugularis flavigastra,
species,Cinnyris buettikoferi,Cinnyris buettikoferi
species,Cinnyris solaris,Cinnyris solaris
ssp,Cinnyris solaris exquisitus,
ssp,Cinnyris solaris solaris,
ssp,,
species,Cinnyris sovimanga,Cinnyris sovimanga
ssp,Cinnyris sovimanga sovimanga,
ssp,Cinnyris sovimanga apolis,
