"COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE"
"India","IN","Rajasthan","IN-RJ","Jhunjhunun","IN-RJ-JJ"
"India","IN","Rajasthan","IN-RJ","Jalor","IN-RJ-JL"
"India","IN","Rajasthan","IN-RJ","Jodhpur","IN-RJ-JO"
"India","IN","Rajasthan","IN-RJ","Jaipur","IN-RJ-JP"
"India","IN","Rajasthan","IN-RJ","Jaisalmer","IN-RJ-JS"
"India","IN","Rajasthan","IN-RJ","Jhalawar","IN-RJ-JW"
"India","IN","Rajasthan","IN-RJ","Karauli","IN-RJ-KA"
"India","IN","Rajasthan","IN-RJ","Kota","IN-RJ-KO"
"India","IN","Rajasthan","IN-RJ","Nagaur","IN-RJ-NA"
"India","IN","Rajasthan","IN-RJ","Pali","IN-RJ-PA"
"India","IN","Rajasthan","IN-RJ","Pratapgarh","IN-RJ-PR"
"India","IN","Rajasthan","IN-RJ","Rajsamand","IN-RJ-RA"
"India","IN","Rajasthan","IN-RJ","Sikar","IN-RJ-SK"
"India","IN","Rajasthan","IN-RJ","Sawai Madhopur","IN-RJ-SM"
"India","IN","Rajasthan","IN-RJ","Sirohi","IN-RJ-SR"
"India","IN","Rajasthan","IN-RJ","Tonk","IN-RJ-TO"
"India","IN","Rajasthan","IN-RJ","Udaipur","IN-RJ-UD"
"India","IN","Rajasthan","IN-RJ",NA,NA
"India","IN","Sikkim","IN-SK","East Sikkim","IN-SK-ES"
"India","IN","Sikkim","IN-SK","North Sikkim","IN-SK-NS"
"India","IN","Sikkim","IN-SK","South Sikkim","IN-SK-SS"
"India","IN","Sikkim","IN-SK","West Sikkim","IN-SK-WS"
"India","IN","Sikkim","IN-SK",NA,NA
"India","IN","Tamil Nadu","IN-TN","Ariyalur","IN-TN-AR"
"India","IN","Tamil Nadu","IN-TN","Chennai","IN-TN-CH"
"India","IN","Tamil Nadu","IN-TN","Coimbatore","IN-TN-CO"
"India","IN","Tamil Nadu","IN-TN","Cuddalore","IN-TN-CU"
"India","IN","Tamil Nadu","IN-TN","Dharmapuri","IN-TN-DH"
"India","IN","Tamil Nadu","IN-TN","Dindigul","IN-TN-DI"
"India","IN","Tamil Nadu","IN-TN","Erode","IN-TN-ER"
"India","IN","Tamil Nadu","IN-TN","Kancheepuram","IN-TN-KC"
"India","IN","Tamil Nadu","IN-TN","Kanniyakumari","IN-TN-KK"
"India","IN","Tamil Nadu","IN-TN","Karur","IN-TN-KR"
"India","IN","Tamil Nadu","IN-TN","Krishnagiri","IN-TN-KS"
"India","IN","Tamil Nadu","IN-TN","Madurai","IN-TN-MA"
"India","IN","Tamil Nadu","IN-TN","Nagappattinam","IN-TN-NG"
"India","IN","Tamil Nadu","IN-TN","The Nilgiris","IN-TN-NI"
"India","IN","Tamil Nadu","IN-TN","Namakkal","IN-TN-NM"
"India","IN","Tamil Nadu","IN-TN","Perambalur","IN-TN-PE"
"India","IN","Tamil Nadu","IN-TN","Pudukkottai","IN-TN-PU"
"India","IN","Tamil Nadu","IN-TN","Ramanathapuram","IN-TN-RA"
"India","IN","Tamil Nadu","IN-TN","Salem","IN-TN-SA"
"India","IN","Tamil Nadu","IN-TN","Sivaganga","IN-TN-SI"
"India","IN","Tamil Nadu","IN-TN","Tiruchirappalli","IN-TN-TC"
"India","IN","Tamil Nadu","IN-TN","Theni","IN-TN-TH"
"India","IN","Tamil Nadu","IN-TN","Tirunelveli","IN-TN-TI"
"India","IN","Tamil Nadu","IN-TN","Thanjavur","IN-TN-TJ"
"India","IN","Tamil Nadu","IN-TN","Thoothukkudi","IN-TN-TK"
"India","IN","Tamil Nadu","IN-TN","Thiruvallur","IN-TN-TL"
"India","IN","Tamil Nadu","IN-TN","Tiruppur","IN-TN-TP"
"India","IN","Tamil Nadu","IN-TN","Thiruvarur","IN-TN-TR"
"India","IN","Tamil Nadu","IN-TN","Tiruvannamalai","IN-TN-TV"
"India","IN","Tamil Nadu","IN-TN","Vellore","IN-TN-VE"
"India","IN","Tamil Nadu","IN-TN","Viluppuram","IN-TN-VL"
"India","IN","Tamil Nadu","IN-TN","Virudunagar","IN-TN-VR"
"India","IN","Tamil Nadu","IN-TN",NA,NA
"India","IN","Tripura","IN-TR","Dhalai","IN-TR-DH"
"India","IN","Tripura","IN-TR","North Tripura","IN-TR-NT"
"India","IN","Tripura","IN-TR","South Tripura","IN-TR-ST"
"India","IN","Tripura","IN-TR","West Tripura","IN-TR-WT"
"India","IN","Telangana","IN-TS","Adilabad","IN-TS-AD"
"India","IN","Telangana","IN-TS","Hyderabad","IN-TS-HY"
"India","IN","Telangana","IN-TS","Karimnagar","IN-TS-KA"
"India","IN","Telangana","IN-TS","Khammam","IN-TS-KH"
"India","IN","Telangana","IN-TS","Mahbubnagar","IN-TS-MA"
"India","IN","Telangana","IN-TS","Medak","IN-TS-ME"
"India","IN","Telangana","IN-TS","Nalgonda","IN-TS-NA"
"India","IN","Telangana","IN-TS","Nizamabad","IN-TS-NI"
"India","IN","Telangana","IN-TS","Rangareddy","IN-TS-RA"
"India","IN","Telangana","IN-TS","Warangal","IN-TS-WA"
"India","IN","Telangana","IN-TS",NA,NA
"India","IN","Uttarakhand","IN-UL","Almora","IN-UL-AL"
"India","IN","Uttarakhand","IN-UL","Bageshwar","IN-UL-BA"
"India","IN","Uttarakhand","IN-UL","Chamoli","IN-UL-CL"
"India","IN","Uttarakhand","IN-UL","Champawat","IN-UL-CP"
"India","IN","Uttarakhand","IN-UL","Dehradun","IN-UL-DD"
"India","IN","Uttarakhand","IN-UL","Hardwar","IN-UL-HA"
"India","IN","Uttarakhand","IN-UL","Nainital","IN-UL-NA"
"India","IN","Uttarakhand","IN-UL","Garhwal","IN-UL-PG"
"India","IN","Uttarakhand","IN-UL","Pithoragarh","IN-UL-PI"
"India","IN","Uttarakhand","IN-UL","Rudraprayag","IN-UL-RP"
"India","IN","Uttarakhand","IN-UL","Tehri Garhwal","IN-UL-TG"
"India","IN","Uttarakhand","IN-UL","Udham Singh Nagar","IN-UL-US"
"India","IN","Uttarakhand","IN-UL","Uttarkashi","IN-UL-UT"
"India","IN","Uttar Pradesh","IN-UP","Agra","IN-UP-AG"
"India","IN","Uttar Pradesh","IN-UP","Allahabad","IN-UP-AH"
"India","IN","Uttar Pradesh","IN-UP","Aligarh","IN-UP-AL"
"India","IN","Uttar Pradesh","IN-UP","Ambedkar Nagar","IN-UP-AN"
"India","IN","Uttar Pradesh","IN-UP","Auraiya","IN-UP-AU"
"India","IN","Uttar Pradesh","IN-UP","Azamgarh","IN-UP-AZ"
"India","IN","Uttar Pradesh","IN-UP","Bara Banki","IN-UP-BB"
"India","IN","Uttar Pradesh","IN-UP","Budaun","IN-UP-BD"
"India","IN","Uttar Pradesh","IN-UP","Baghpat","IN-UP-BG"
"India","IN","Uttar Pradesh","IN-UP","Bahraich","IN-UP-BH"
"India","IN","Uttar Pradesh","IN-UP","Bijnor","IN-UP-BI"
"India","IN","Uttar Pradesh","IN-UP","Ballia","IN-UP-BL"
"India","IN","Uttar Pradesh","IN-UP","Balrampur","IN-UP-BP"
"India","IN","Uttar Pradesh","IN-UP","Bareilly","IN-UP-BR"
"India","IN","Uttar Pradesh","IN-UP","Basti","IN-UP-BS"
"India","IN","Uttar Pradesh","IN-UP","Bulandshahr","IN-UP-BU"
"India","IN","Uttar Pradesh","IN-UP","Chandauli","IN-UP-CD"
"India","IN","Uttar Pradesh","IN-UP","Chitrakoot","IN-UP-CT"
"India","IN","Uttar Pradesh","IN-UP","Etah","IN-UP-ET"
"India","IN","Uttar Pradesh","IN-UP","Etawah","IN-UP-EW"
"India","IN","Uttar Pradesh","IN-UP","Firozabad","IN-UP-FI"
"India","IN","Uttar Pradesh","IN-UP","Farrukhabad","IN-UP-FR"
"India","IN","Uttar Pradesh","IN-UP","Fatehpur","IN-UP-FT"
"India","IN","Uttar Pradesh","IN-UP","Faizabad","IN-UP-FZ"
"India","IN","Uttar Pradesh","IN-UP","Gautam Buddha Nagar","IN-UP-GB"
"India","IN","Uttar Pradesh","IN-UP","Gonda","IN-UP-GN"
"India","IN","Uttar Pradesh","IN-UP","Ghazipur","IN-UP-GP"
"India","IN","Uttar Pradesh","IN-UP","Gorakhpur","IN-UP-GR"
"India","IN","Uttar Pradesh","IN-UP","Ghaziabad","IN-UP-GZ"
"India","IN","Uttar Pradesh","IN-UP","Hamirpur","IN-UP-HM"
"India","IN","Uttar Pradesh","IN-UP","Hardoi","IN-UP-HR"
"India","IN","Uttar Pradesh","IN-UP","Mahamaya Nagar","IN-UP-HT"
"India","IN","Uttar Pradesh","IN-UP","Jhansi","IN-UP-JH"
"India","IN","Uttar Pradesh","IN-UP","Jalaun","IN-UP-JL"
"India","IN","Uttar Pradesh","IN-UP","Jyotiba Phule Nagar","IN-UP-JP"
"India","IN","Uttar Pradesh","IN-UP","Jaunpur","IN-UP-JU"
"India","IN","Uttar Pradesh","IN-UP","Kanpur Dehat","IN-UP-KD"
"India","IN","Uttar Pradesh","IN-UP","Kannauj","IN-UP-KJ"
"India","IN","Uttar Pradesh","IN-UP","Kanpur Nagar","IN-UP-KN"
"India","IN","Uttar Pradesh","IN-UP","Kaushambi","IN-UP-KS"
"India","IN","Uttar Pradesh","IN-UP","Kushinagar","IN-UP-KU"
"India","IN","Uttar Pradesh","IN-UP","Lalitpur","IN-UP-LA"
"India","IN","Uttar Pradesh","IN-UP","Kheri","IN-UP-LK"
"India","IN","Uttar Pradesh","IN-UP","Lucknow","IN-UP-LU"
"India","IN","Uttar Pradesh","IN-UP","Mau","IN-UP-MA"
"India","IN","Uttar Pradesh","IN-UP","Meerut","IN-UP-ME"
"India","IN","Uttar Pradesh","IN-UP","Maharajganj","IN-UP-MG"
"India","IN","Uttar Pradesh","IN-UP","Mahoba","IN-UP-MH"
"India","IN","Uttar Pradesh","IN-UP","Mirzapur","IN-UP-MI"
"India","IN","Uttar Pradesh","IN-UP","Moradabad","IN-UP-MO"
"India","IN","Uttar Pradesh","IN-UP","Mainpuri","IN-UP-MP"
"India","IN","Uttar Pradesh","IN-UP","Mathura","IN-UP-MT"
"India","IN","Uttar Pradesh","IN-UP","Muzaffarnagar","IN-UP-MU"
"India","IN","Uttar Pradesh","IN-UP","Pilibhit","IN-UP-PI"
"India","IN","Uttar Pradesh","IN-UP","Pratapgarh","IN-UP-PR"
"India","IN","Uttar Pradesh","IN-UP","Rampur","IN-UP-RA"
"India","IN","Uttar Pradesh","IN-UP","Rae Bareli","IN-UP-RB"
"India","IN","Uttar Pradesh","IN-UP","Saharanpur","IN-UP-SA"
"India","IN","Uttar Pradesh","IN-UP","Sitapur","IN-UP-SI"
"India","IN","Uttar Pradesh","IN-UP","Shahjahanpur","IN-UP-SJ"
"India","IN","Uttar Pradesh","IN-UP","Sant Kabir Nagar","IN-UP-SK"
"India","IN","Uttar Pradesh","IN-UP","Siddharth Nagar","IN-UP-SN"
"India","IN","Uttar Pradesh","IN-UP","Sonbhadra","IN-UP-SO"
"India","IN","Uttar Pradesh","IN-UP","Sultanpur","IN-UP-SU"
"India","IN","Uttar Pradesh","IN-UP","Shrawasti","IN-UP-SV"
"India","IN","Uttar Pradesh","IN-UP","Unnao","IN-UP-UN"
"India","IN","Uttar Pradesh","IN-UP","Varanasi","IN-UP-VA"
"India","IN","Uttar Pradesh","IN-UP",NA,NA
"India","IN","West Bengal","IN-WB","Birbhum","IN-WB-BI"
"India","IN","West Bengal","IN-WB","Bankura","IN-WB-BN"
"India","IN","West Bengal","IN-WB","Barddhaman","IN-WB-BR"
"India","IN","West Bengal","IN-WB","Darjiling","IN-WB-DA"
"India","IN","West Bengal","IN-WB","Dakshin Dinajpur","IN-WB-DD"
"India","IN","West Bengal","IN-WB","Hooghly","IN-WB-HG"
"India","IN","West Bengal","IN-WB","Haora","IN-WB-HR"
"India","IN","West Bengal","IN-WB","Jalpaiguri","IN-WB-JA"
"India","IN","West Bengal","IN-WB","Koch Bihar","IN-WB-KB"
"India","IN","West Bengal","IN-WB","Kolkata","IN-WB-KO"
"India","IN","West Bengal","IN-WB","Maldah","IN-WB-MA"
"India","IN","West Bengal","IN-WB","Purba Medinipur","IN-WB-ME"
"India","IN","West Bengal","IN-WB","Murshidabad","IN-WB-MU"
"India","IN","West Bengal","IN-WB","Pashchim Medinipur","IN-WB-MW"
"India","IN","West Bengal","IN-WB","Nadia","IN-WB-NA"
"India","IN","West Bengal","IN-WB","North 24 Parganas","IN-WB-PN"
"India","IN","West Bengal","IN-WB","South 24 Parganas","IN-WB-PS"
"India","IN","West Bengal","IN-WB","Puruliya","IN-WB-PU"
"India","IN","West Bengal","IN-WB","Uttar Dinajpur","IN-WB-UD"
"India","IN","West Bengal","IN-WB",NA,NA
